"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CH","2019-09-25","91.1","-0.8871","5.6155","Jacob deGrom",435522,594798,"strikeout","swinging_strike",,,,,5,"Neil Walker strikes out swinging.  ","R","L","R","NYM","MIA","S",2,"null",0,2,2019,"-1.1442","0.3692","-0.1686","2.3126","null","null","null",0,7,"Top","null","null",,,467092,,"190926_011303","4.3546","-132.7778","-3.2482","-14.6832","28.8058","-27.2287","3.0500","1.4000","null","null","null","92.0790","1572","6.8180",566066,594798,467092,624413,605412,453943,642708,607043,501571,624424,"53.6813","null","null","0.00",1,0,0,"null",53,"4","Changeup",9,0,0,9,0,9,0,9,"Infield shift","Standard"
"FF","2019-09-25","98.7","-1.0389","5.6839","Jacob deGrom",435522,594798,"null","foul",,,,,3,"null","R","L","R","NYM","MIA","S","null","null",0,2,2019,"-0.5112","1.4682","0.3182","3.0886","null","null","null",0,7,"Top","null","null",,,467092,,"190926_011241","4.9292","-143.6617","-5.0980","-8.3035","33.8741","-10.6661","3.5100","1.6900","null","null","null","99.2990","2452","6.6480",566066,594798,467092,624413,605412,453943,642708,607043,501571,624424,"53.8514","null","null","null","null","null","null","null",53,"3","4-Seam Fastball",9,0,0,9,0,9,0,9,"Infield shift","Standard"
"FF","2019-09-25","97.7","-1.1082","5.6784","Jacob deGrom",435522,594798,"null","foul",,,,,1,"null","R","L","R","NYM","MIA","S","null","null",0,1,2019,"-0.5549","1.3203","-0.3399","2.9777","null","null","null",0,7,"Top","null","null",,,467092,,"190926_011215","3.4036","-142.2683","-4.9224","-8.4328","32.5095","-13.0257","3.5100","1.6900","212","75.2","31.9","98.6990","2358","6.8010",566066,594798,467092,624413,605412,453943,642708,607043,501571,624424,"53.6985","null","null","null","null","null","null","null",53,"2","4-Seam Fastball",9,0,0,9,0,9,0,9,"Infield shift","Standard"
"CH","2019-09-25","90.5","-0.9523","5.6534","Jacob deGrom",435522,594798,"null","swinging_strike",,,,,13,"null","R","L","R","NYM","MIA","S","null","null",0,0,2019,"-1.1745","0.3049","-0.1362","1.2912","null","null","null",0,7,"Top","null","null",,,467092,,"190926_011157","4.6427","-131.7268","-5.6793","-14.9105","27.6051","-27.5502","3.5100","1.6900","null","null","null","91.5500","1609","6.8770",566066,594798,467092,624413,605412,453943,642708,607043,501571,624424,"53.6221","null","null","null","null","null","null","null",53,"1","Changeup",9,0,0,9,0,9,0,9,"Infield shift","Standard"
"SL","2019-09-25","93.8","-0.9703","5.6725","Jacob deGrom",500743,594798,"field_out","hit_into_play",,,,,14,"Miguel Rojas grounds out, second baseman Joe Panik to first baseman Pete Alonso.  ","R","R","R","NYM","MIA","X",4,"ground_ball",1,2,2019,"0.1978","0.5549","1.2240","2.0985","null","null","null",2,6,"Top","140.80","148.16",,,467092,,"190926_005816","5.2627","-136.6200","-4.8145","1.4122","28.3298","-24.3458","3.2900","1.5800","49","77.5","1.7","94.5340","2589","6.5360",566066,594798,467092,624413,605412,453943,642708,643446,607043,624424,"53.9639","0.228","0.229","0.00",1,0,0,2,47,"4","Slider",9,0,0,9,0,9,0,9,"Standard","Standard"
"FF","2019-09-25","97.6","-1.0105","5.6030","Jacob deGrom",500743,594798,"null","ball",,,,,12,"null","R","R","R","NYM","MIA","B","null","null",0,2,2019,"-0.5378","1.3950","0.8469","3.7572","null","null","null",2,6,"Top","null","null",,,467092,,"190926_005752","6.3261","-142.1723","-2.7895","-8.8207","30.9881","-12.4453","3.4431","1.7465","null","null","null","98.8630","2362","6.8260",566066,594798,467092,624413,605412,453943,642708,643446,607043,624424,"53.6732","null","null","null","null","null","null","null",47,"3","4-Seam Fastball",9,0,0,9,0,9,0,9,"Standard","Standard"
"FF","2019-09-25","98.7","-0.9793","5.5355","Jacob deGrom",500743,594798,"null","foul",,,,,6,"null","R","R","R","NYM","MIA","S","null","null",0,1,2019,"-0.5503","1.3058","0.8215","2.3582","null","null","null",2,6,"Top","null","null",,,467092,,"190926_005724","6.2420","-143.6997","-6.3474","-9.1165","31.8382","-12.6066","3.2900","1.5800","178","78.6","18.4","99.6200","2419","6.6720",566066,594798,467092,624413,605412,453943,642708,643446,607043,624424,"53.8277","null","null","null","null","null","null","null",47,"2","4-Seam Fastball",9,0,0,9,0,9,0,9,"Standard","Standard"
"FF","2019-09-25","97.4","-0.9458","5.5967","Jacob deGrom",500743,594798,"null","foul",,,,,11,"null","R","R","R","NYM","MIA","S","null","null",0,0,2019,"-0.5550","1.2763","-0.3028","3.5774","null","null","null",2,6,"Top","null","null",,,467092,,"190926_005702","3.0655","-142.0599","-2.9804","-8.3479","30.7729","-14.0358","3.2900","1.5800","165","73.9","65.6","98.8970","2284","6.8770",566066,594798,467092,624413,605412,453943,642708,643446,607043,624424,"53.6229","null","null","null","null","null","null","null",47,"1","4-Seam Fastball",9,0,0,9,0,9,0,9,"Standard","Standard"
"FF","2019-09-25","98.7","-0.9493","5.5960","Jacob deGrom",542932,594798,"strikeout","swinging_strike",,,,,3,"Jon Berti strikes out swinging.  ","R","R","R","NYM","MIA","S",2,"null",1,2,2019,"-0.2724","1.2447","0.7349","3.2744","null","null","null",1,6,"Top","null","null",,,467092,,"190926_005621","5.3028","-143.8504","-3.9451","-5.0016","30.2253","-13.7471","3.1600","1.5200","null","null","null","100.4310","2384","6.9440",566066,594798,467092,624413,605412,453943,642708,643446,607043,624424,"53.5556","null","null","0.00",1,0,0,"null",46,"4","4-Seam Fastball",9,0,0,9,0,9,0,9,"Standard","Standard"
"CH","2019-09-25","91.3","-0.8712","5.6317","Jacob deGrom",542932,594798,"null","swinging_strike",,,,,6,"null","R","R","R","NYM","MIA","S","null","null",1,1,2019,"-0.8947","0.5449","0.2860","2.0912","null","null","null",1,6,"Top","null","null",,,467092,,"190926_005559","4.9107","-133.0621","-4.3143","-11.8014","26.3024","-24.9049","3.1600","1.5200","null","null","null","92.4740","1601","6.7290",566066,594798,467092,624413,605412,453943,642708,643446,607043,624424,"53.7704","null","null","null","null","null","null","null",46,"3","Changeup",9,0,0,9,0,9,0,9,"Standard","Standard"
