pitch_type,pitch_name,release_speed,release_pos_x,release_pos_z,player_name,events,description,zone,stand,p_throws,type,,,,,,,,,,,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,,,,,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,,,,,,,,,,,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number
CU,Curveball,73.1,2.127,6.0271,Hyun-Jin Ryu,null,called_strike,5,R,L,S,,,,,,,,,,,null,null,0,1,2019,-0.9572,-1.3538,-0.2415,2.4212,null,null,null,1,3,Bot,null,null,,,,,190928_205022,-3.1119,-106.0922,2.6335,-6.2313,24.0674,-42.8986,3.2189,1.5327,null,null,null,71.4,2664,5.879,,,,,,,,,,,54.6201,null,null,null,null,null,null,null,18,2
FT,2-Seam Fastball,90.2,2.3928,5.6616,Hyun-Jin Ryu,null,called_strike,4,R,L,S,,,,,,,,,,,null,null,0,0,2019,1.211,0.6542,-0.4486,2.3092,null,null,null,1,3,Bot,null,null,,,,,190928_205004,-9.6599,-131.2385,-3.8957,15.8556,21.82,-23.9938,3.1267,1.4376,null,null,null,91.192,2069,6.423,,,,,,,,,,,54.0767,null,null,null,null,null,null,null,18,1
CH,Changeup,78.8,2.5057,5.7032,Hyun-Jin Ryu,field_out,hit_into_play,14,R,L,X,,,,,,,,,,,1,ground_ball,1,2,2019,1.251,0.6337,1.4443,2.3298,null,null,null,0,3,Bot,119.98,192.86,,,,,190928_204927,-4.6419,-114.7292,-1.7223,11.919,20.4514,-26.4527,3.5577,1.7234,null,82.9,-20.7,79.11,1557,6.394,,,,,,,,,,,54.1058,0.075,0.065,0,1,0,0,2,17,4
CH,Changeup,80.9,2.6078,5.6477,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,0,2,2019,1.1866,0.584,1.4597,1.4941,null,null,null,0,3,Bot,null,null,,,,,190928_204909,-4.8629,-117.7842,-3.8152,12.0357,20.6737,-26.1893,3.6198,1.7569,null,null,null,81.58,1564,6.551,,,,,,,,,,,53.9489,null,null,null,null,null,null,null,17,3
FC,Cutter,84.6,2.3208,5.928,Hyun-Jin Ryu,null,swinging_strike,12,R,L,S,,,,,,,,,,,null,null,0,1,2019,0.0314,0.4809,0.3035,3.8751,null,null,null,0,3,Bot,null,null,,,,,190928_204855,-4.7628,-123.2454,0.4915,1.1031,20.1965,-27.5025,3.6432,1.7795,null,null,null,85.146,1943,6.192,,,,,,,,,,,54.3071,null,null,null,null,null,null,null,17,2
FT,2-Seam Fastball,88.4,2.5259,5.813,Hyun-Jin Ryu,null,called_strike,14,R,L,S,,,,,,,,,,,null,null,0,0,2019,1.0158,0.6907,0.9128,2.7278,null,null,null,0,3,Bot,null,null,,,,,190928_204840,-6.0747,-128.7126,-2.9801,12.5359,22.9778,-24.0349,3.7002,1.8328,null,null,null,89.241,1936,6.465,,,,,,,,,,,54.0343,null,null,null,null,null,null,null,17,1
CH,Changeup,83.6,2.5377,5.5851,Hyun-Jin Ryu,field_out,hit_into_play,14,R,L,X,,,,,,,,,,,3,ground_ball,3,2,2019,1.2696,0.1846,0.8683,1.946,null,null,null,2,2,Bot,153.5,159.33,,,,,190928_203522,-6.3686,-121.6991,-2.3707,13.8726,22.463,-30.0893,3.3898,1.6127,3,77.4,-28.1,84.027,1551,6.415,,,,,,,,,,,54.0848,0.058,0.055,0,1,0,0,2,12,6
CH,Changeup,82.7,2.4987,5.5977,Hyun-Jin Ryu,null,called_strike,14,R,L,S,,,,,,,,,,,null,null,3,1,2019,1.125,0.3753,1.0762,1.8584,null,null,null,2,2,Bot,null,null,,,,,190928_203500,-5.4887,-120.5386,-2.9115,12.0798,19.2798,-28.1376,3.3861,1.6376,null,null,null,83.886,1561,6.588,,,,,,,,,,,53.9119,null,null,null,null,null,null,null,12,5
FT,2-Seam Fastball,91,2.4085,5.5863,Hyun-Jin Ryu,null,called_strike,9,R,L,S,,,,,,,,,,,null,null,3,0,2019,1.3357,0.5451,0.4319,1.6049,null,null,null,2,2,Bot,null,null,,,,,190928_203441,-7.8118,-132.3519,-5.286,17.2979,26.0129,-24.9024,3.4314,1.709,null,null,null,91.275,2062,6.306,,,,,,,,,,,54.1931,null,null,null,null,null,null,null,12,4
FT,2-Seam Fastball,91.4,2.4878,5.6077,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,2,0,2019,1.6754,0.5336,1.5126,2.665,null,null,null,2,2,Bot,null,null,,,,,190928_203420,-6.0366,-133.0448,-2.6947,21.0953,27.8075,-25.51,3.3766,1.6233,null,null,null,91.394,2108,6.21,,,,,,,,,,,54.2897,null,null,null,null,null,null,null,12,3
CH,Changeup,82.5,2.5558,5.563,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,1,0,2019,1.4246,0.5243,1.7035,2.8223,null,null,null,2,2,Bot,null,null,,,,,190928_203402,-4.6577,-120.0036,-0.6901,14.5204,24.4718,-27.2806,3.41,1.6386,null,null,null,81.952,1490,6.063,,,,,,,,,,,54.4362,null,null,null,null,null,null,null,12,2
FT,2-Seam Fastball,90.8,2.4866,5.655,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,0,0,2019,1.6831,0.7399,1.3366,1.9565,null,null,null,2,2,Bot,null,null,,,,,190928_203347,-6.4151,-131.9458,-4.8617,20.8531,28.5289,-22.7959,3.4462,1.7091,null,null,null,90.317,2154,6.107,,,,,,,,,,,54.3927,null,null,null,null,null,null,null,12,1
CH,Changeup,82.7,2.4389,5.5855,Hyun-Jin Ryu,field_out,hit_into_play,14,R,L,X,,,,,,,,,,,4,ground_ball,2,1,2019,1.2864,0.6321,0.8653,1.7937,null,null,null,1,2,Bot,128.55,157.59,,,,,190928_203314,-6.0797,-120.3046,-3.4059,13.619,21.943,-25.6115,3.2217,1.5099,11,59.1,-8.3,82.85,1538,6.272,,,,,,,,,,,54.2273,0.075,0.063,0,1,0,0,1,11,4
CH,Changeup,83.8,2.5285,5.593,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,1,1,2019,1.3777,0.5136,1.0543,0.9527,null,null,null,1,2,Bot,null,null,,,,,190928_203254,-6.1277,-121.9043,-5.3465,14.928,22.9527,-26.2382,3.3158,1.5741,null,null,null,84.004,1548,6.346,,,,,,,,,,,54.1536,null,null,null,null,null,null,null,11,3
FF,4-Seam Fastball,90.7,2.4347,5.6577,Hyun-Jin Ryu,null,called_strike,1,R,L,S,,,,,,,,,,,null,null,1,0,2019,0.8563,1.1727,-0.3662,2.8962,null,null,null,1,2,Bot,null,null,,,,,190928_203239,-8.8216,-131.8182,-3.5001,11.7724,26.2404,-17.9629,3.289,1.59,null,null,null,90.869,2078,6.319,,,,,,,,,,,54.181,null,null,null,null,null,null,null,11,2
FC,Cutter,87,2.2744,5.8285,Hyun-Jin Ryu,null,ball,13,R,L,B,,,,,,,,,,,null,null,0,0,2019,-0.1658,0.7019,-1.8867,1.8787,null,null,null,1,2,Bot,null,null,,,,,190928_203223,-9.5653,-126.2845,-4.7065,-0.0081,23.1851,-24.0518,3.2492,1.5798,null,null,null,86.658,2100,5.989,,,,,,,,,,,54.5101,null,null,null,null,null,null,null,11,1
FF,4-Seam Fastball,92,2.3167,5.7021,Hyun-Jin Ryu,field_out,hit_into_play,1,R,L,X,,,,,,,,,,,4,popup,2,2,2019,0.5357,1.167,-0.5881,3.2941,null,null,null,0,2,Bot,129.68,140.9,,,,,190928_203149,-8.5043,-133.802,-2.8051,8.1561,27.1071,-17.8004,3.6958,1.7497,145,59.1,52.2,92.061,2095,6.219,,,,,,,,,,,54.2809,0.072,0.063,0,1,0,0,1,10,5
FT,2-Seam Fastball,90.9,2.4561,5.6764,Hyun-Jin Ryu,null,foul,8,R,L,S,,,,,,,,,,,null,null,2,1,2019,1.2375,0.6491,0.1852,2.305,null,null,null,0,2,Bot,null,null,,,,,190928_203121,-8.3423,-132.1078,-3.9544,16.2252,26.0806,-23.9449,3.6984,1.7547,null,null,null,91.198,2112,6.375,,,,,,,,,,,54.1247,null,null,null,null,null,null,null,10,4
FC,Cutter,86.6,2.2041,5.8753,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,1,1,2019,-0.4099,0.691,-1.3002,3.5061,null,null,null,0,2,Bot,null,null,,,,,190928_203101,-7.5097,-125.9503,-0.9003,-2.9914,22.9726,-24.8621,3.6686,1.7556,null,null,null,86.657,2114,6.127,,,,,,,,,,,54.3724,null,null,null,null,null,null,null,10,3
FC,Cutter,85.7,2.3279,5.9004,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,0,1,2019,-0.4665,0.7605,-0.083,4.9312,null,null,null,0,2,Bot,null,null,,,,,190928_203046,-4.742,-124.7446,2.3908,-3.9767,22.7789,-24.9275,3.6689,1.759,null,null,null,85.589,2130,5.995,,,,,,,,,,,54.5048,null,null,null,null,null,null,null,10,2
CU,Curveball,71.6,2.3928,5.9337,Hyun-Jin Ryu,null,called_strike,8,R,L,S,,,,,,,,,,,null,null,0,0,2019,-1.2944,-1.0946,0.1334,1.7788,null,null,null,0,2,Bot,null,null,,,,,190928_203030,-2.3126,-104.0248,1.0804,-8.6596,17.793,-40.2892,3.7301,1.722,null,null,null,70.197,2577,5.318,,,,,,,,,,,55.1812,null,null,null,null,null,null,null,10,1
FF,4-Seam Fastball,92.4,2.2675,5.6536,Hyun-Jin Ryu,field_out,hit_into_play,5,R,L,X,,,,,,,,,,,6,ground_ball,3,2,2019,0.8616,1.1923,-0.2445,2.3111,null,null,null,2,1,Bot,107.78,147.65,,,,,190928_202228,-8.3289,-134.3169,-5.3174,12.3363,29.6675,-16.6804,3.3781,1.5267,7,94.2,-18.3,92.729,2154,6.587,,,,,,,,,,,53.9125,0.16,0.122,0,1,0,0,2,6,6
CH,Changeup,82.5,2.6839,5.5709,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,2,2,2019,0.9841,0.5127,1.4692,2.0668,null,null,null,2,1,Bot,null,null,,,,,190928_202200,-4.6758,-120.1238,-2.4934,10.409,22.0817,-26.9461,3.37,1.5995,null,null,null,82.759,1538,6.314,,,,,,,,,,,54.1856,null,null,null,null,null,null,null,6,5
CH,Changeup,82.8,2.5885,5.5907,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,1,2,2019,1.0275,0.3495,1.0334,0.4287,null,null,null,2,1,Bot,null,null,,,,,190928_202137,-5.6071,-120.4102,-6.0444,11.1619,21.9393,-27.8113,3.4729,1.588,null,null,null,83.483,1418,6.638,,,,,,,,,,,53.8616,null,null,null,null,null,null,null,6,4
FC,Cutter,87,2.2692,5.8225,Hyun-Jin Ryu,null,swinging_strike,1,R,L,S,,,,,,,,,,,null,null,1,1,2019,-0.2659,0.494,-0.7042,2.9298,null,null,null,2,1,Bot,null,null,,,,,190928_202119,-6.5965,-126.644,-1.8345,-1.6582,23.4788,-26.6767,3.37,1.5693,null,null,null,87.462,1989,6.355,,,,,,,,,,,54.1447,null,null,null,null,null,null,null,6,3
CU,Curveball,71.4,2.1735,5.906,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,0,1,2019,-1.1681,-1.2312,3.0771,3.4954,null,null,null,2,1,Bot,null,null,,,,,190928_202102,3.6783,-103.6991,4.8154,-8.9144,17.7699,-41.9739,3.368,1.5012,null,null,null,70.711,2600,5.914,,,,,,,,,,,54.586,null,null,null,null,null,null,null,6,2
FF,4-Seam Fastball,91.3,2.3065,5.6964,Hyun-Jin Ryu,null,swinging_strike,11,R,L,S,,,,,,,,,,,null,null,0,0,2019,1.03,1.0617,-0.1369,3.6146,null,null,null,2,1,Bot,null,null,,,,,190928_202046,-8.4061,-132.8139,-1.6884,13.992,26.531,-19.3369,3.4466,1.6364,null,null,null,91.877,2080,6.502,,,,,,,,,,,53.997,null,null,null,null,null,null,null,6,1
CH,Changeup,82,2.6448,5.5725,Hyun-Jin Ryu,strikeout,swinging_strike,9,R,L,S,,,,,,,,,,,2,null,2,2,2019,0.9913,0.3815,0.5082,1.4687,null,null,null,1,1,Bot,null,null,,,,,190928_202018,-6.7947,-119.2034,-3.4064,10.8872,25.1398,-28.0397,3.172,1.5172,null,null,null,82.025,1429,6.583,,,,,,,,,,,53.9168,null,null,0,1,0,0,null,5,6
FC,Cutter,86,2.3926,5.8299,Hyun-Jin Ryu,null,foul,6,R,L,S,,,,,,,,,,,null,null,2,2,2019,-0.4212,0.2597,0.648,2.6293,null,null,null,1,1,Bot,null,null,,,,,190928_201925,-3.2791,-125.2359,-1.9247,-3.8189,22.6462,-29.3144,3.2183,1.4877,null,null,null,85.976,2160,5.999,,,,,,,,,,,54.5,null,null,null,null,null,null,null,5,5
CH,Changeup,80.5,2.7314,5.6201,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,1,2,2019,1.1271,0.5003,1.5801,2.0345,null,null,null,1,1,Bot,null,null,,,,,190928_201858,-4.6963,-117.2887,-2.3139,11.2688,19.9669,-27.3272,3.1934,1.5189,null,null,null,80.986,1427,6.328,,,,,,,,,,,54.1718,null,null,null,null,null,null,null,5,4
CH,Changeup,81.2,2.5971,5.7207,Hyun-Jin Ryu,null,swinging_strike,9,R,L,S,,,,,,,,,,,null,null,1,1,2019,1.0874,0.7686,0.7112,1.4899,null,null,null,1,1,Bot,null,null,,,,,190928_201837,-6.3662,-118.172,-4.4366,11.4579,20.0272,-24.2631,3.1451,1.5163,null,null,null,82.115,1648,6.651,,,,,,,,,,,53.8482,null,null,null,null,null,null,null,5,3
CU,Curveball,72.6,2.3681,5.9579,Hyun-Jin Ryu,null,called_strike,9,R,L,S,,,,,,,,,,,null,null,1,0,2019,-1.3954,-1.2712,0.6021,1.8771,null,null,null,1,1,Bot,null,null,,,,,190928_201820,-1.2196,-105.426,1.3608,-9.7028,19.4809,-41.7694,3.138,1.4797,null,null,null,70.764,2552,5.169,,,,,,,,,,,55.3304,null,null,null,null,null,null,null,5,2
FT,2-Seam Fastball,88.1,2.4975,5.7107,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,0,0,2019,1.1507,0.4181,1.4236,2.2739,null,null,null,1,1,Bot,null,null,,,,,190928_201803,-4.9638,-128.1693,-3.0755,13.6182,27.5549,-27.187,3.1319,1.4019,null,null,null,87.703,1929,6.143,,,,,,,,,,,54.3564,null,null,null,null,null,null,null,5,1
CH,Changeup,81.1,2.5919,5.6731,Hyun-Jin Ryu,strikeout,foul_tip,14,R,L,S,,,,,,,,,,,2,null,2,2,2019,1.2156,0.4705,1.3155,1.84,null,null,null,0,1,Bot,null,null,,,,,190928_201733,-5.2247,-118.0176,-2.8757,12.4397,22.0746,-27.3988,3.1734,1.4807,null,null,null,81.591,1409,6.581,,,,,,,,,,,53.9185,null,null,0,1,0,0,null,4,8
CU,Curveball,72.9,2.306,6.0248,Hyun-Jin Ryu,null,foul,14,R,L,S,,,,,,,,,,,null,null,2,2,2019,-1.3061,-1.1354,0.8985,2.0282,null,null,null,0,1,Bot,null,null,,,,,190928_201659,-0.6351,-106.0947,1.2323,-9.4952,18.6572,-41,3.1052,1.3827,null,null,null,71.996,2643,5.652,,,,,,,,,,,54.8479,null,null,null,null,null,null,null,4,7
FT,2-Seam Fastball,90,2.5772,5.7982,Hyun-Jin Ryu,null,foul,12,R,L,S,,,,,,,,,,,null,null,2,2,2019,1.4535,0.6462,0.8882,2.4443,null,null,null,0,1,Bot,null,null,,,,,190928_201635,-7.2276,-130.8478,-3.6979,18.1098,27.284,-24.2422,3.1428,1.4512,null,null,null,89.771,2049,6.171,,,,,,,,,,,54.3283,null,null,null,null,null,null,null,4,6
CH,Changeup,80.3,2.7282,5.7203,Hyun-Jin Ryu,null,foul,12,R,L,S,,,,,,,,,,,null,null,2,2,2019,1.0494,0.3109,1.0675,2.4887,null,null,null,0,1,Bot,null,null,,,,,190928_201613,-5.621,-116.8151,-1.0884,10.5597,20.3263,-29.3556,3.1297,1.4309,79,68.4,8.2,80.273,1509,6.116,,,,,,,,,,,54.3832,null,null,null,null,null,null,null,4,5
CH,Changeup,81.9,2.4241,5.7959,Hyun-Jin Ryu,null,foul,7,R,L,S,,,,,,,,,,,null,null,2,1,2019,0.8483,0.9587,-0.5933,1.8067,null,null,null,0,1,Bot,null,null,,,,,190928_201551,-8.5205,-119.1043,-4.3839,9.711,20.979,-22.3054,3.0995,1.4695,277,91.8,24.3,82.683,1684,6.66,,,,,,,,,,,53.8393,null,null,null,null,null,null,null,4,4
CH,Changeup,79.4,2.5511,5.7769,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,1,1,2019,1.1282,0.4575,1.7738,2.274,null,null,null,0,1,Bot,null,null,,,,,190928_201531,-3.8465,-115.7318,-1.8786,10.9251,18.673,-27.8701,3.0851,1.4234,null,null,null,80.327,1477,6.534,,,,,,,,,,,53.9656,null,null,null,null,null,null,null,4,3
FT,2-Seam Fastball,88.6,2.3684,6.0122,Hyun-Jin Ryu,null,foul,3,R,L,S,,,,,,,,,,,null,null,1,0,2019,1.241,1.0363,0.2841,2.6354,null,null,null,0,1,Bot,null,null,,,,,190928_201505,-7.6092,-128.8745,-4.389,15.1735,22.3728,-20.0363,3.1455,1.4276,null,null,null,88.783,2125,6.06,,,,,,,,,,,54.4395,null,null,null,null,null,null,null,4,2
FT,2-Seam Fastball,87,2.4883,5.9836,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,0,0,2019,1.1989,0.8676,1.5079,2.8136,null,null,null,0,1,Bot,null,null,,,,,190928_201449,-4.7362,-126.688,-3.2402,13.685,22.6811,-22.5112,3.08,1.4312,null,null,null,86.934,1990,5.933,,,,,,,,,,,54.5663,null,null,null,null,null,null,null,4,1
FF,4-Seam Fastball,92,2.4209,5.6305,Hyun-Jin Ryu,strikeout,swinging_strike,12,R,L,S,,,,,,,,,,,2,null,0,2,2019,0.6813,1.1082,0.1974,3.9992,null,null,null,2,7,Top,null,null,,,,,190922_221858,-7.138,-133.9474,-0.7368,9.7154,27.5877,-18.8124,3.13,1.48,null,null,null,92.431,2111,6.412,,,,,,,,,,,54.0873,null,null,0,1,0,0,null,55,3
FF,4-Seam Fastball,91.4,2.4539,5.7223,Hyun-Jin Ryu,null,foul,1,R,L,S,,,,,,,,,,,null,null,0,1,2019,0.8213,0.9967,-0.5687,2.9756,null,null,null,2,7,Top,null,null,,,,,190922_221829,-9.4268,-132.9479,-3.245,11.7176,26.437,-19.7749,3.13,1.48,172,76,19.8,91.996,2031,6.506,,,,,,,,,,,53.9931,null,null,null,null,null,null,null,55,2
CU,Curveball,72.4,2.2036,5.9583,Hyun-Jin Ryu,null,called_strike,5,R,L,S,,,,,,,,,,,null,null,0,0,2019,-0.9887,-1.1558,0.2081,2.155,null,null,null,2,7,Top,null,null,,,,,190922_221811,-2.3029,-105.3018,1.8346,-6.7664,19.6433,-41.1879,3.1425,1.4551,null,null,null,71.617,2618,5.937,,,,,,,,,,,54.5627,null,null,null,null,null,null,null,55,1
CH,Changeup,82.5,2.5314,5.5784,Hyun-Jin Ryu,home_run,hit_into_play_score,5,L,L,X,,,,,,,,,,,null,fly_ball,1,1,2019,1.1206,1.0009,-0.1809,2.6877,null,null,658069,2,7,Top,176.5,29.35,,,,,190922_221723,-8.3749,-120.0711,-2.1101,12.3721,19.7476,-22.1847,3.41,1.6,417,104.9,31.9,83.254,1717,6.445,,,,,,,,,,,54.0548,0.875,1.694,2,1,0,3,6,54,3
CU,Curveball,76,2.1129,5.8651,Hyun-Jin Ryu,null,blocked_ball,13,L,L,B,,,,,,,,,,,null,null,0,1,2019,-0.9467,-1.2531,-1.7816,-0.0958,null,null,658069,2,7,Top,null,null,,,,,190922_221645,-6.4612,-110.5309,-3.1009,-6.4235,21.602,-41.9804,3.41,1.6619,null,null,null,75.662,2666,6.292,,,,,,,,,,,54.2071,null,null,null,null,null,null,null,54,2
FT,2-Seam Fastball,91,2.4917,5.6863,Hyun-Jin Ryu,null,called_strike,6,L,L,S,,,,,,,,,,,null,null,0,0,2019,1.3286,0.6248,0.5011,2.4297,null,null,658069,2,7,Top,null,null,,,,,190922_221624,-7.9762,-132.5484,-3.7592,17.5483,24.0257,-24.0812,3.5201,1.6474,null,null,null,92.556,2082,6.826,,,,,,,,,,,53.6735,null,null,null,null,null,null,null,54,1
CH,Changeup,81.5,2.6775,5.5786,Hyun-Jin Ryu,fielders_choice_out,hit_into_play,14,R,L,X,,,,,,,,,,,1,ground_ball,1,2,2019,1.1437,0.595,1.2559,2.0629,null,435622,null,1,7,Top,123.09,183.05,,,,,190922_221532,-5.4835,-118.8388,-2.627,12.0117,18.7078,-26.1185,3.51,1.63,7,86.6,-14.2,83.009,1572,6.785,,,,,,,,,,,53.7145,0.102,0.092,0,1,0,0,2,53,4
FF,4-Seam Fastball,91,2.4199,5.7618,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,0,2,2019,0.8991,0.9753,-0.8972,3.2822,null,435622,null,1,7,Top,null,null,,,,,190922_221502,-10.2928,-132.268,-2.5136,12.5533,22.9433,-20.2243,3.764,1.7664,null,null,null,91.999,2125,6.537,,,,,,,,,,,53.9626,null,null,null,null,null,null,null,53,3
FF,4-Seam Fastball,90.1,2.3955,5.7523,Hyun-Jin Ryu,null,foul,3,R,L,S,,,,,,,,,,,null,null,0,1,2019,0.8938,1.0704,0.3869,3.2431,null,435622,null,1,7,Top,null,null,,,,,190922_221416,-6.97,-131.1467,-2.634,11.8715,25.7558,-19.2599,3.51,1.63,204,73.8,35,91.106,2109,6.723,,,,,,,,,,,53.7761,null,null,null,null,null,null,null,53,2
FF,4-Seam Fastball,89.9,2.388,5.706,Hyun-Jin Ryu,null,called_strike,7,R,L,S,,,,,,,,,,,null,null,0,0,2019,1.1367,0.9958,-0.3195,1.8775,null,435622,null,1,7,Top,null,null,,,,,190922_221350,-9.1719,-130.6488,-5.6923,14.964,25.0513,-19.6988,3.7074,1.7101,null,null,null,90.584,2134,6.576,,,,,,,,,,,53.9231,null,null,null,null,null,null,null,53,1
FT,2-Seam Fastball,88.9,2.459,5.7226,Hyun-Jin Ryu,sac_bunt,hit_into_play,12,L,L,X,,,,,,,,,,,1,ground_ball,0,1,2019,1.3986,0.6308,1.7489,3.063,null,null,435622,0,7,Top,120.55,188.62,,,,,190922_221305,-4.7221,-129.5245,-1.8659,16.8584,25.3614,-24.8128,3.5,1.64,null,41,-39,89.696,1879,6.571,,,,,,,,,,,53.9287,0.142,0.135,0,0,0,0,1,52,2
CH,Changeup,81.3,2.6072,5.5632,Hyun-Jin Ryu,null,swinging_strike,12,L,L,S,,,,,,,,,,,null,null,0,0,2019,1.1873,0.3763,1.0222,2.6566,null,null,435622,0,7,Top,null,null,,,,,190922_221241,-5.8769,-118.4592,-0.7181,12.3472,20.1644,-28.6374,3.5,1.64,null,null,null,82.161,1501,6.553,,,,,,,,,,,53.9464,null,null,null,null,null,null,null,52,1
FC,Cutter,86,2.3489,5.8069,Hyun-Jin Ryu,single,hit_into_play_no_out,5,R,L,X,,,,,,,,,,,9,line_drive,2,0,2019,-0.1475,0.4064,0.156,2.883,null,null,null,0,7,Top,155.86,103.44,,,,,190922_221210,-4.8966,-125.353,-1.6272,-0.7554,20.7162,-27.7803,3.5,1.64,194,88.5,11.3,86.542,2075,6.139,,,,,,,,,,,54.3606,0.745,0.67,0.9,1,1,0,4,51,3
FF,4-Seam Fastball,89.5,2.3299,5.7921,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,1,0,2019,0.8807,0.9792,-0.1721,4.4711,null,null,null,0,7,Top,null,null,,,,,190922_221125,-8.0858,-130.2477,0.5922,11.6702,23.62,-21.1119,3.4075,1.5897,null,null,null,90.472,2081,6.573,,,,,,,,,,,53.9263,null,null,null,null,null,null,null,51,2
FT,2-Seam Fastball,89.6,2.4801,5.7669,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,0,0,2019,1.3182,0.5792,1.8129,2.2768,null,null,null,0,7,Top,null,null,,,,,190922_221110,-4.4913,-130.5226,-3.9372,16.17,25.5854,-24.8701,3.569,1.5911,null,null,null,90.509,1918,6.631,,,,,,,,,,,53.8686,null,null,null,null,null,null,null,51,1
CH,Changeup,82.6,2.6715,5.588,Hyun-Jin Ryu,field_out,hit_into_play,14,R,L,X,,,,,,,,,,,6,ground_ball,1,0,2019,1.1468,0.5196,1.2123,2.0732,null,596115,null,2,6,Top,110.51,149.16,,,,,190922_220057,-5.6709,-120.406,-2.634,12.4427,21.3519,-26.6952,3.35,1.57,36,73.7,0.2,83.947,1540,6.886,,,,,,,,,,,53.6137,0.132,0.116,0,1,0,0,2,47,2
FF,4-Seam Fastball,91.7,2.3805,5.7616,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,0,0,2019,0.6472,1.216,0.0211,3.9865,null,596115,null,2,6,Top,null,null,,,,,190922_220030,-7.417,-133.5661,-1.3354,9.3195,26.4753,-17.3494,3.4462,1.677,null,null,null,92.547,2057,6.564,,,,,,,,,,,53.9358,null,null,null,null,null,null,null,47,1
CH,Changeup,81.6,2.5312,5.5015,Hyun-Jin Ryu,strikeout,swinging_strike,14,R,L,S,,,,,,,,,,,2,null,2,2,2019,1.0585,0.3827,0.5317,1.3991,null,596115,null,1,6,Top,null,null,,,,,190922_215952,-6.7062,-118.8606,-3.5597,11.526,19.3666,-27.9695,3.38,1.6,null,null,null,83.485,1425,7.147,,,,,,,,,,,53.3527,null,null,0,1,0,0,null,46,5
FT,2-Seam Fastball,92.2,2.5262,5.7141,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,1,2,2019,1.3022,0.6237,2.3582,3.3378,null,596115,null,1,6,Top,null,null,,,,,190922_215926,-3.2172,-134.3808,-1.6456,16.3996,25.1156,-24.4962,3.38,1.5842,null,null,null,92.553,2030,6.105,,,,,,,,,,,54.3941,null,null,null,null,null,null,null,46,4
FT,2-Seam Fastball,91.5,2.4536,5.7149,Hyun-Jin Ryu,null,foul_tip,6,R,L,S,,,,,,,,,,,null,null,1,1,2019,1.0527,0.6881,0.7639,2.2234,null,596115,null,1,6,Top,null,null,,,,,190922_215853,-6.5234,-133.2759,-4.5254,13.8275,23.4576,-23.2686,3.38,1.6,null,null,null,92.241,1999,6.279,,,,,,,,,,,54.2209,null,null,null,null,null,null,null,46,3
FF,4-Seam Fastball,90.6,2.3587,5.8409,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,0,1,2019,0.6192,1.1972,-0.176,3.9809,null,596115,null,1,6,Top,null,null,,,,,190922_215827,-7.7198,-131.9408,-1.3762,8.8169,24.7861,-17.8501,3.38,1.5912,null,null,null,91.676,2094,6.633,,,,,,,,,,,53.8664,null,null,null,null,null,null,null,46,2
CU,Curveball,73.1,2.291,5.9573,Hyun-Jin Ryu,null,called_strike,12,R,L,S,,,,,,,,,,,null,null,0,0,2019,-0.9983,-0.9813,0.9747,2.955,null,596115,null,1,6,Top,null,null,,,,,190922_215800,-0.9371,-106.4433,2.9398,-7.465,17.175,-40.3378,3.4598,1.5953,null,null,null,73.387,2563,6.334,,,,,,,,,,,54.1656,null,null,null,null,null,null,null,46,1
